Duty Cycle (%),Roll,Pitch,Yaw
0.0,0.004452250897884369,-0.00418262742459774,0.07518953084945679
0.005,0.0064199455082416534,0.001324014738202095,0.0002473592758178711
0.01,0.0027314573526382446,0.0015150215476751328,-0.0001042485237121582
0.015,0.0027617327868938446,0.006838380359113216,0.0006315112113952637
0.02,-0.00021571293473243713,0.0019840244203805923,0.0013602972030639648
0.025,0.0019099600613117218,0.009465224109590054,0.0023381710052490234
0.03,0.003939840942621231,0.004387455992400646,0.0029895901679992676
0.035,0.0010300017893314362,0.0037321392446756363,0.0028772354125976562
0.04,0.007363826036453247,0.00462357047945261,0.0031479597091674805
0.045,0.004803389310836792,0.0055661993101239204,0.002910435199737549
0.05,0.0025804489850997925,0.004164092242717743,0.0031737089157104492
0.055,0.0015209130942821503,0.0010164808481931686,0.003651857376098633
0.06,0.001909833401441574,0.006556584499776363,0.004177272319793701
0.065,0.001816336065530777,0.005244270898401737,0.004717528820037842
0.07,0.003273431211709976,0.00204332172870636,0.005288541316986084
0.075,0.001166846603155136,0.006906336173415184,0.005285680294036865
0.08,0.0028619058430194855,0.0033235251903533936,0.004798412322998047
0.085,0.004386004060506821,-0.0016199331730604172,0.005778789520263672
0.09,0.008088704198598862,0.0030894167721271515,0.007397055625915527
0.095,-0.0041895657777786255,0.001965593546628952,0.007451891899108887
0.1,0.0024448074400424957,0.005257732234895229,0.00830000638961792
0.105,-0.0015624910593032837,0.003522384911775589,0.00874549150466919
0.11,0.0014715567231178284,0.0011031124740839005,0.00910639762878418
0.115,0.009788088500499725,0.0007098466157913208,0.009303569793701172
0.12,-0.004543732851743698,0.006198459304869175,0.00876075029373169
0.125,-0.0037762299180030823,0.006293159909546375,0.008395969867706299
0.13,0.0032889917492866516,0.0037540756165981293,0.007827699184417725
0.135,0.0036729909479618073,0.005309045314788818,0.009164988994598389
0.14,0.007113881409168243,0.008269376121461391,0.010440707206726074
0.145,0.010074425488710403,-0.0008254777640104294,0.009205877780914307
0.15,0.012529615312814713,0.0037765437737107277,0.009821653366088867
0.155,0.001284472644329071,0.002369426190853119,0.010124266147613525
0.16,0.003322053700685501,-0.00044747069478034973,0.010752975940704346
0.165,0.003145616501569748,0.004703269340097904,0.011277616024017334
0.17,-0.009267603978514671,0.016418824554421008,0.00893622636795044
0.175,-0.006005045026540756,0.01215381920337677,0.00835508108139038
0.18,0.000899437814950943,0.0019262153655290604,0.008065402507781982
0.185,0.0003906860947608948,0.0031733084470033646,0.00694507360458374
0.19,-0.0003799349069595337,0.00011306069791316986,0.005771517753601074
0.195,0.005383651703596115,-0.0007715504616498947,0.004084765911102295
0.2,0.008129637688398361,0.0003773663192987442,0.0029457807540893555
0.205,0.008079417049884796,0.002129826694726944,0.0029372572898864746
0.21,0.0026680119335651398,0.0010921508073806763,0.0018794536590576172
0.215,-0.0010295845568180084,0.0002419445663690567,0.0017432570457458496
0.22,0.002124365419149399,-0.0042008087038993835,0.0018337368965148926
0.225,-0.0013571493327617645,0.0038288813084363937,0.0020624399185180664
0.23,0.007579851895570755,0.008158756420016289,0.001653909683227539
0.235,-9.093433618545532e-05,0.00470610149204731,0.0005228519439697266
0.24,0.009388227015733719,0.0009975936263799667,0.0001024007797241211
0.245,-0.0010388977825641632,0.001276971772313118,-0.00031679868698120117
0.25,-0.00734512135386467,0.014289690414443612,0.0009019970893859863
0.255,-0.007289960980415344,0.01009698212146759,0.0018388628959655762
0.26,-0.0021274276077747345,0.001996304839849472,0.00282442569732666
0.265,-1.080334186553955e-06,-0.0035996343940496445,0.0034680962562561035
0.27,0.0036630406975746155,-0.0003172643482685089,0.0034050345420837402
0.275,0.0003888830542564392,-0.002674063667654991,0.002806246280670166
0.28,-0.0057686083018779755,0.0065094176679849625,0.003053724765777588
0.285,0.005313284695148468,0.0030627408996224403,0.0033864378929138184
0.29,0.004571247845888138,-0.00044342316687107086,0.004738271236419678
0.295,0.0017550215125083923,-0.0010563191026449203,0.004598736763000488
0.3,0.009780704975128174,0.008414171636104584,0.003868579864501953
0.305,-0.002363186329603195,0.007908845320343971,0.0026540756225585938
0.31,0.003325842320919037,0.007371449843049049,0.0006503462791442871
0.315,0.006939515471458435,0.012935242615640163,0.0006645321846008301
0.32,0.004676733165979385,0.005232830531895161,0.0005167126655578613
0.325,-0.0037669502198696136,0.0012943502515554428,0.0005114078521728516
0.33,-0.0003776662051677704,-0.001894710585474968,0.0009955763816833496
0.335,-0.009415717795491219,-0.0022518672049045563,-0.0036813020706176758
0.34,-0.0047018639743328094,0.0066092349588871,-0.0033278465270996094
0.345,-0.0029742643237113953,0.004565348848700523,-0.003759145736694336
0.35,0.007102258503437042,0.004796717315912247,-0.005970001220703125
0.355,0.0011674165725708008,-0.0018850062042474747,-0.006673693656921387
0.36,0.0032475441694259644,0.0026491424068808556,-0.0046234130859375
0.365,0.009818825870752335,0.010382549371570349,-0.0037618279457092285
0.37,-0.007919635623693466,0.004229082725942135,-0.004501461982727051
0.375,0.0040668100118637085,0.001867547631263733,-0.0042945146560668945
0.38,0.010131392627954483,-0.007884321734309196,-0.004512667655944824
0.385,0.010698843747377396,-0.0019059982150793076,-0.004267275333404541
0.39,0.024476494640111923,0.0011049918830394745,-0.005299925804138184
0.395,0.02445930615067482,-0.005122002214193344,-0.006890237331390381
0.4,0.014419663697481155,-0.005032356828451157,-0.008521854877471924
0.405,0.001951470971107483,-0.0036371592432260513,-0.009257912635803223
0.41,-0.0009481310844421387,0.004590338096022606,-0.008770108222961426
0.415,-0.002716533839702606,0.010343951173126698,-0.008658111095428467
0.42,0.003666449338197708,-0.0044233910739421844,-0.009304940700531006
0.425,-0.0037422627210617065,0.00462501123547554,-0.009556353092193604
0.43,0.0035994648933410645,0.0038375379517674446,-0.009670674800872803
0.435,-0.002482503652572632,0.010575101245194674,-0.009873807430267334
0.44,0.0016003884375095367,0.004789180122315884,-0.009897589683532715
0.445,-0.0021762140095233917,0.016249346896074712,-0.009674131870269775
0.45,-0.004158914089202881,0.0099282655864954,-0.009281158447265625
0.455,-0.0034538432955741882,0.001953955739736557,-0.008779942989349365
0.46,-0.004213649779558182,0.004794508218765259,-0.009710550308227539
0.465,-0.005039636045694351,0.009170006029307842,-0.008778274059295654
0.47,0.0007484443485736847,0.010438872035592794,-0.008706808090209961
0.475,0.005595002323389053,0.0097257224842906,-0.009718716144561768
0.48,-0.0009904839098453522,0.008118059486150742,-0.012399613857269287
0.485,-0.003376893699169159,0.0065300846472382545,-0.012176156044006348
0.49,0.004413362592458725,0.005319951102137566,-0.011929094791412354
0.495,0.00701608881354332,0.006050553172826767,-0.011963248252868652
0.5,0.006258979439735413,0.002590305171906948,-0.011800289154052734
0.505,0.008864782750606537,0.007698863744735718,-0.011535048484802246
0.51,0.010259300470352173,0.0018997080624103546,-0.012346148490905762
0.515,0.011683769524097443,0.002852924168109894,-0.015070080757141113
0.52,0.005487777292728424,0.001491660252213478,-0.015070140361785889
0.525,0.0031653493642807007,0.0014269333332777023,-0.01592862606048584
0.53,0.006207942962646484,-0.003318196162581444,-0.016380012035369873
0.535,0.0006364025175571442,0.006837319582700729,-0.017224252223968506
0.54,0.0017067007720470428,-0.0014235563576221466,-0.01752471923828125
0.545,0.0037503354251384735,0.004453313536942005,-0.016833126544952393
0.55,-0.002986922860145569,0.0066494448110461235,-0.018396615982055664
0.555,-1.934915781021118e-05,-0.006129331886768341,-0.01915043592453003
0.56,0.00826876237988472,-0.004049293696880341,-0.02075958251953125
0.565,-0.0006217435002326965,0.0027790283784270287,-0.02365046739578247
0.57,0.00396578386425972,-0.008194776251912117,-0.02356165647506714
0.575,-0.0005701072514057159,0.002033807337284088,-0.023588240146636963
0.58,0.0010690651834011078,0.0050080446526408195,-0.02263540029525757
0.585,0.00042710453271865845,0.004195323213934898,-0.022508859634399414
0.59,0.00324244424700737,-0.001827530562877655,-0.022191107273101807
0.595,-0.0007220730185508728,0.009769530966877937,-0.02309054136276245
0.6,0.013252224773168564,-0.0014916658401489258,-0.026287078857421875
0.605,0.006074659526348114,0.004855193197727203,-0.02846205234527588
0.61,-0.011618558317422867,0.008531025610864162,-0.03148329257965088
0.615,-0.011490873992443085,-0.0013717487454414368,-0.031490862369537354
0.62,0.008861199021339417,-0.002787915989756584,-0.030016005039215088
0.625,0.015987202525138855,-0.011853072792291641,-0.030295610427856445
0.63,0.026473555713891983,-0.008740609511733055,-0.030893683433532715
0.635,0.030589792877435684,-0.004652984440326691,-0.03520393371582031
0.64,0.03152231499552727,0.005406318232417107,-0.03634047508239746
0.645,0.03446464613080025,-0.00028071366250514984,-0.04101938009262085
0.65,0.03087063506245613,-0.0052378978580236435,-0.04679536819458008
0.655,0.04023173823952675,-0.011467307806015015,-0.04830479621887207
0.66,0.045845601707696915,-0.017046203836798668,-0.05078655481338501
0.665,0.03320593759417534,-0.016994843259453773,-0.05237901210784912
0.67,0.015939615666866302,-0.008962184190750122,-0.053640902042388916
0.675,0.004285365343093872,-0.010089414194226265,-0.053639769554138184
0.68,-0.004649203270673752,0.003031684085726738,-0.053828656673431396
0.685,0.004672586917877197,0.00715565774589777,-0.053302764892578125
0.69,0.01594100147485733,-0.003687627613544464,-0.05458790063858032
0.695,0.0060163699090480804,-0.007326235994696617,-0.055266499519348145
0.7,-0.007513128221035004,-0.0013646502047777176,-0.054901063442230225
0.705,0.005000323057174683,-0.0001981835812330246,-0.055011630058288574
0.71,-0.00033850595355033875,-0.0044088177382946014,-0.055583655834198
0.715,-0.002503044903278351,0.005311829969286919,-0.05587893724441528
0.72,0.005558636039495468,-0.000948149710893631,-0.05705428123474121
0.725,-0.007385652512311935,-0.0017803199589252472,-0.05725574493408203
0.73,0.0014681927859783173,0.000903179869055748,-0.05685245990753174
0.735,-0.0009858645498752594,-0.004064450040459633,-0.056910157203674316
0.74,0.0073395706713199615,-0.004744688048958778,-0.0566217303276062
0.745,-0.0036119185388088226,-8.89599323272705e-06,-0.0571589469909668
0.75,0.006095636636018753,0.003313756547868252,-0.057556211948394775
0.755,0.0034715458750724792,-0.003478802740573883,-0.06068110466003418
0.76,0.010632753372192383,-0.007033076137304306,-0.06202554702758789
0.765,-0.0013007745146751404,-0.0035288911312818527,-0.0627167820930481
0.77,0.0003647841513156891,0.002812732011079788,-0.06258577108383179
0.775,0.002999238669872284,0.009847727604210377,-0.06284964084625244
0.78,-0.00038395822048187256,0.005029961466789246,-0.06343996524810791
0.785,-0.015563109889626503,0.00540409330278635,-0.06394082307815552
0.79,-0.015850838273763657,0.00248710997402668,-0.06407958269119263
0.795,-0.0054579488933086395,0.009663006290793419,-0.06427574157714844
0.8,-0.005039416253566742,0.007818399928510189,-0.06541955471038818
0.805,-0.003886949270963669,0.0012750215828418732,-0.06594294309616089
0.81,-0.01037636399269104,0.00509985163807869,-0.06626534461975098
0.815,-0.003989633172750473,0.013288842979818583,-0.06665217876434326
0.82,-0.007593318819999695,0.01857832376845181,-0.06737756729125977
0.825,-0.006669480353593826,0.014735151780769229,-0.06746333837509155
0.83,-0.001294884830713272,0.01880666654324159,-0.06738001108169556
0.835,0.0018956176936626434,0.015351464739069343,-0.06750237941741943
0.84,0.006545118987560272,0.009970325045287609,-0.0678412914276123
0.845,0.0058133602142333984,0.01215211721137166,-0.06820619106292725
0.85,0.0069522373378276825,0.0061780717223882675,-0.06909370422363281
0.855,0.005681294947862625,0.0027903560549020767,-0.06948345899581909
0.86,0.0005757473409175873,0.005827989429235458,-0.07021409273147583
0.865,0.00430910661816597,0.0007132720202207565,-0.07113158702850342
0.87,-0.002982642501592636,0.0005002971738576889,-0.07194548845291138
0.875,-0.0011101961135864258,-0.002161432057619095,-0.07240468263626099
0.88,-0.0061653777956962585,0.002728221006691456,-0.07263123989105225
0.885,-0.00876380130648613,0.0007901526987552643,-0.07300597429275513
0.89,-0.004886455833911896,0.005670364014804363,-0.07279318571090698
0.895,-0.007948160171508789,-0.0005541909486055374,-0.07319748401641846
0.9,-0.001070760190486908,0.0027280114591121674,-0.07405084371566772
0.905,-0.0007523819804191589,0.00031762197613716125,-0.07482284307479858
0.91,-0.005289118736982346,-0.0004628226161003113,-0.0752149224281311
0.915,-0.0006827637553215027,0.0030561815947294235,-0.07535988092422485
0.92,0.0018501803278923035,0.0015699565410614014,-0.07646173238754272
0.925,0.002796262502670288,0.01449470454826951,-0.07655882835388184
0.93,0.0010358206927776337,0.004848768003284931,-0.07735353708267212
0.935,0.009246744215488434,-0.0023310575634241104,-0.08096003532409668
0.94,0.012189950793981552,-0.004125511273741722,-0.08257782459259033
0.945,-0.0011797808110713959,-0.0041628144681453705,-0.0832129716873169
0.95,0.0011059865355491638,-0.0012849345803260803,-0.0846523642539978
0.955,0.0035443641245365143,-0.004923813045024872,-0.08580148220062256
0.96,0.0024399645626544952,-0.0008344091475009918,-0.08587241172790527
0.965,-0.0008680745959281921,-0.007117539644241333,-0.0860481858253479
0.97,0.004539899528026581,-0.005322759971022606,-0.08600419759750366
0.975,0.004534430801868439,-0.0035567861050367355,-0.08635479211807251
0.98,0.014264997094869614,-0.011049730703234673,-0.08735847473144531
0.985,0.01617925986647606,-0.0057835690677165985,-0.08774006366729736
0.99,0.005220860242843628,-0.004980865865945816,-0.0883665680885315
0.995,0.007479395717382431,-0.003857918083667755,-0.08878976106643677
1.0,0.0034316182136535645,-0.003996348008513451,-0.08882254362106323
-0.0,0.0018948987126350403,-0.002230243757367134,0.04783797264099121
-0.005,-0.002524659037590027,-0.0004162602126598358,0.04509258270263672
-0.01,-0.003709975630044937,-0.002874426543712616,0.04186105728149414
-0.015,-0.0006344430148601532,0.0040860651060938835,0.04069870710372925
-0.02,-0.001056082546710968,-9.492039680480957e-06,0.03903400897979736
-0.025,0.00327441468834877,0.00390996877104044,0.03893554210662842
-0.03,-0.0033844076097011566,0.003656652756035328,0.03860592842102051
-0.035,0.0033180564641952515,0.0024723652750253677,0.04014897346496582
-0.04,-0.0001987665891647339,-0.0004819929599761963,0.03932023048400879
-0.045,-0.0015639588236808777,0.002893722616136074,0.038958191871643066
-0.05,7.06985592842102e-05,0.0026652729138731956,0.03970378637313843
-0.055,0.0002860836684703827,-0.0028515197336673737,0.039416372776031494
